4958.04855581007;7245.4113703709745;4591.246931045882;3067.577648186212;4085.0308041602398;4276.291629805493;3859.424909726036;3316.0293653602657;2127.828437230166;1842.4038682504124;4705.152638214375
7570.031439558235;2747.9156052394005;6740.483957056151;4675.524908226854;4959.169751670839;1614.3642889732455;891.0756297164337;8695.236321175875;4934.343113694789;2439.6636210342153;4772.161627294394
6353.685884132086;1179.2000772607366;5736.765597155183;6861.573199239508;6239.233390731522;5670.0981991395;5442.161287241498;5724.481423118899;4982.154844417789;3969.530785851576;5201.282137558628
6626.086109816649;7216.595828690081;7054.5184898369625;7276.823955833148;6123.417443799834;4442.284193027779;3847.040651948847;3707.543153517857;6457.689512732999;5932.203653592984;7200.942287717118
6853.6912019486845;6521.0104165127605;6233.663721128996;6623.066436324137;6573.69811903974;6374.780063818304;4768.034581359426;6123.574344293558;4673.863933297564;5254.3699116821645;6528.822140995273
6728.846737929691;5981.306821313575;8358.474294879205;7234.540808341009;7204.8079448087965;6627.623693361553;6489.935295835948;3595.610847728206;5150.426339266006;6052.727970870018;6814.847530119071
7215.394008036638;6603.112689785821;5425.165758750848;5438.056518026965;4849.304095726282;7837.970523423609;6658.2346975362725;7814.14122522275;4179.196492209181;6633.029984737928;8372.788305343896
7148.785139421994;7741.4667379796365;7158.802762507713;6072.4414038100895;6040.395357372214;7359.778427959593;7017.3694337911265;8195.942748549349;5686.745344966304;3843.0834596118675;4323.481585007796
6395.4334886916195;7221.296673679872;7757.619716201214;7891.600031109491;6080.457538283406;6455.273638458093;5989.907130203312;7053.642836539855;5501.645671425772;6463.74030027611;7105.5417137688655
7115.833364565877;7211.921101554999;6670.013967100873;7142.605672420117;7807.324039237456;6722.879811211576;7755.122016071742;7726.760649838053;6520.915518909202;6499.82610829488;6737.833644906987
7821.666183867507;6310.7366993552005;6767.255977809742;7244.516119091054;6044.505734082913;6676.657844947347;6389.646552132669;7203.409415068445;5635.035088559533;6284.260202960792;5753.983704492342
6615.81915576829;7093.942276744294;7075.159734482071;6486.6922314526655;7217.938857413326;7045.912315045482;6474.241862439181;7075.201317358873;7052.455776954863;5908.351287523654;6488.978814759861
5935.77053994296;6559.974505068951;6005.860953482226;6024.28787574632;4891.846154977374;6025.297036832559;6024.088338212574;6006.824280501123;4124.965031782117;4903.420324319812;6005.860953482226
5625.7714825407775;4523.776916483669;5651.996201626698;5263.587644893358;5742.2169652992525;5115.226988599998;5592.155943082888;4821.12643757052;3950.7514506404123;5115.226988599998;6238.825217497406
6050.391085509607;7795.03508954634;6614.469920823325;7160.584799745296;5799.817316748091;6257.24892592078;4917.62095712194;4150.497317853448;4141.143703131373;5362.987731894531;4386.0605372686605
6799.558757019309;6272.664953356317;7323.784733374101;7046.343587884294;7047.615069792834;6216.797060837123;7287.0179453780665;6952.266061775441;7215.300958476946;6546.848639755239;7711.999475913493
5163.395508044392;4750.526348432933;4755.0596724324405;5649.830617077258;4775.700510883652;4775.700510883652;5163.394848168606;4755.064734347497;5276.924046565297;5517.118279338409;5254.949737724484
3681.927804714858;4155.565695561719;4601.862736322384;4601.862736322384;4115.975304474472;4124.1375522539465;4241.109334555639;6224.678386804107;4124.1375522539465;7733.529296651637;5926.703750377682
